session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
AI238,The Blueprint for Building SCM Intelligence for Perishable Business on Snowflake,"Dominating 70% of the U.S. tofu market, Pulmuone unified more than 20,000 products by migrating fragmented ERP, SCM and WMS data to Snowflake. This session reveals how it achieved a real-time integrated view, syncing production and sales for instant S&OP analysis. By leveraging Snowflake, Pulmuone streamlined the entire supply chain — from manufacturing to CS. With AI-driven demand forecasting and trend analysis, the company reduced SCM costs by about 25%, boosted analyst productivity by 50% and improved forecast accuracy by 20%. Learn how Pulmuone transformed a complex global operation into a lean, data-driven engine, proving that Snowflake is the ultimate ingredient for scalable business growth.",Soonsik Ahn,Pulmuone / SCM (Supply Chain Management) div.,SCM Executive,AI & ML,Breakout Session,Monday June 1,02:00 PM - 02:45 PM,45,"Room 208 (Moscone South, Level 2)",Intermediate,"AI,ML,NiFi,RAG,Cost,Real-time,Intelligence",Data Engineer;Data Scientist;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI238&tab.sessioncatalogtab=1714168666431001NNiH
ML101,"Agentic ML in Action: Train, Deploy and Monitor Models with Cortex Code
","What if you could go from a blank notebook to a monitored production model using just natural language? Cortex Code brings agentic AI to the Snowflake ML lifecycle by training models, engineering features with Snowflake Feature Store, registering and versioning models in Model Registry, deploying real-time inference endpoints on Snowpark Container Services, running batch predictions at scale with ML jobs, tracking experiments and more. In this session, we demo the full journey: explore data, train a model, build feature pipelines, deploy to a GPU endpoint and set up monitoring — all driven by an AI agent through conversation. See how agentic ML development collapses weeks of MLOps into minutes.",,,,Machine Learning,Breakout Session,Monday June 1,02:30 PM - 03:15 PM,45,"Room 209 (Moscone South, Level 2)",Beginner,"AI,ML,Cortex,Snowpark,Pipeline,Container,GPU,Real-time",Data Engineer;Data Scientist;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML101&tab.sessioncatalogtab=1714168666431001NNiH
DE242,"Building Real-Time, Multimodal AI Agents with Snowflake","Generative AI often sits isolated in experimental notebooks, disconnected from the high-velocity data of the real world. In this session, we introduce a Snowflake architecture (Snowflake, NiFi, Apache Iceberg, Cortex, Kafka) that includes a blueprint for operationalizing AI on data in motion. We will demonstrate how to move beyond static RAG by building a live ""vision agent"" that ingests real-time video streams, performs autonomous image analysis using multimodal LLMs (Cortex) and triggers downstream actions instantly. Attendees will see a live blueprint where data ingestion, vectorization and inference happen in a unified, serverless loop, turning raw chaos into structured intelligence.",Tim Spann,Snowflake,Senior Solutions Engineer,Data Engineering,Theater Session,Monday June 1,02:30 PM - 02:50 PM,20,"Builders Hub Theater (Basecamp, South Hall D)",Intermediate,"AI,Cortex,Iceberg,NiFi,Agents,RAG,LLM,Kafka",Data Engineer;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE242&tab.sessioncatalogtab=1714168666431001NNiH
AI247,"Context, Governance, Infrastructure: The Stack AI Data Agents Don't Have","AI agents can build pipelines, generate dbt models, evolve Snowflake schemas and write quality tests. But, they lack three pieces essential for production-grade data engineering demands: 1) context about your data stack and business, 2) governance to enforce access controls, policies and cost constraints, and 3) infrastructure to validate changes before they hit your warehouse. Pradnesh Patil, Co-Founder of Altimate.ai, shares the missing stack for agentic data engineering. Watch agents catch schema drift, self-correct hallucinated models and enforce guardrails in Snowflake and across the entire data platform.",Ra Raman; Pradnesh Patil,Zscaler,"Senior Director, Enterprise Data & AI Platform",AI & ML,Theater Session,Monday June 1,02:30 PM - 02:50 PM,20,"Basecamp South Theater 1 (Basecamp, South Hall A)",Intermediate,"AI,dbt,Agents,Governance,Pipeline,Warehouse,Cost",Data Engineer;Data Scientist;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI247&tab.sessioncatalogtab=1714168666431001NNiH
DE204,Leveraging AI-Powered Analytics to Manage the Guest Experience with Fogo de Chão,"Fogo de Chão is an internationally renowned restaurant from Brazil that elevates the culinary art of churrasco into a cultural dining experience. Fogo offers a continuous selection of high-quality proteins carved tableside and access to a market table with a selection of seasonal salads, exotic fruit, superfoods and more. Managing guest satisfaction and operational excellence at scale requires more than intuition — it demands data. Fogo de Chão's partnership with Domo is a cornerstone of their data strategy, enabling real-time insights. Discover how Fogo de Chão leverages AI-powered analytics to manage reputation and drive operational efficiency to make smarter decisions every day.",Mohammed Aaser; Sashi Kommineni,Fogo De Chão,"VP, Analytics and Data Science",Data Engineering,Breakout Session,Monday June 1,02:30 PM - 03:15 PM,45,"Room 215 (Moscone South, Level 2)",Intermediate,"AI,RAG,Analytics,Real-time",Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE204&tab.sessioncatalogtab=1714168666431001NNiH
GO204,Snowflake Intelligence for Trading and Risk Management,"Learn how ofi (Olam Food Ingredients) drives its decision-making processes by using Snowflake Intelligence agents. The agents have been built for sales, hedging and procurement insights, enabling teams to move from static reporting to proactive, insight-led decisions. These agents operate on top of historical, curated enterprise datasets combined with semantic data models, ensuring that insights are generated with consistent business context and shared definitions. As a result, they empower decision‑makers with timely, contextual and actionable insights — supporting better pricing and demand decisions in sales, more informed risk insights and improved optimization strategies in procurement.",Sreenivas Bollina Bollina,ofi,VP of Data & Analytics,Governance & Security,Theater Session,Monday June 1,02:30 PM - 02:50 PM,20,"Vertical Village Theater 2 (Basecamp, South Hall B)",Intermediate,"Agents,Optimization,Semantic,Intelligence",Data Scientist;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO204&tab.sessioncatalogtab=1714168666431001NNiH
BI202,The AI-Ready Bank: How Peoples Bank Unified Core Systems on Snowflake,"Most regional banks run on fragmented systems — core banking, Salesforce, nCino — siloing customer data. As AI capabilities accelerate, banks without a unified data foundation risk missing the next wave of agentic automation and intelligence. Peoples Bank of Ohio, a $10 billion+ institution, partnered with Coastal to do something about it. It replaced a legacy SQL registry with Snowflake medallion architecture, used dbt to unify operational systems and turned its general ledger into a trusted customer 360. Get the blueprint: See how the bank delivered golden IDs and automated revenue monitoring and marketing segmentation via zero-copy integration while building an AI-ready foundation for Snowflake.",Priscilla Ellis; Ann Helmick,Coastal,Senior Director - Industry Advisor,BI & Analytics,Breakout Session,Monday June 1,02:30 PM - 03:15 PM,45,"Room 211 (Moscone South, Level 2)",Intermediate,"AI,NiFi,dbt,SQL,RAG,Intelligence,Salesforce",Data Engineer;Architect;Developer;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI202&tab.sessioncatalogtab=1714168666431001NNiH
AI111,Agentic CRM: AI Driving Real Transformation,"Learn about an agentic CRM experience to become sales reps’ sidekicks and remove the operational overhead of traditional CRM applications. The future of CRM is not another application that needs you to manually make updates; it is an enabler that handles all of your busy work while being your proactive and supportive assistant. Align your agentic, sales and data strategies by running Elementum on your Snowflake instance.",Dimitrije Jankovic,Sanofi,SVP - Digital Strategy & Operations,AI & ML,Theater Session,Monday June 1,03:00 PM - 03:20 PM,20,"Basecamp South Theater 2 (Basecamp, South Hall A)",Beginner,AI,Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI111&tab.sessioncatalogtab=1714168666431001NNiH
AI229,AI-Powered Analytics and Data Discovery Using Snowflake at Booking.com,"Commercial, product and platform teams — from partnerships, trips and accommodations – are using Snowflake’s AI capabilities to power self-service analytics and data discovery. Built on a multienvironment infrastructure, analytical semantics from multiple business units are integrated with Booking’s data discovery and low-code AI application, enabling teams to ask product, performance and data management contextual questions using natural language in a variety of contexts. Snowflake Intelligence, semantic views and agents are reducing our dependence on dashboards and data tribal knowledge — freeing up analysts’ time for complex experimentation, causal inference and strategic analysis.",Kiran Kodandoor; Paul Neustadt,booking.com,Senior Technical Product Manager,AI & ML,Breakout Session,Thursday June 4,12:00 PM - 12:45 PM,45,"Room 152 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Agents,Analytics,Dashboard,Performance,Semantic,Intelligence,Natural Language",Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI229&tab.sessioncatalogtab=1714168666431001NNiH
BI112,Analytics to AI Apps: Democratizing Agentic Workflows with Sigma and Snowflake,"Stop looking at data and start acting on it. Top organizations empower employees across all functions and levels to build intelligent AI apps that interpret data, automate workflows and drive immediate action.

Join this hands-on lab to see how Sigma connects business users, live analytics and Snowflake Cortex Agents. Using a real-world retail loss prevention scenario, you'll replace legacy reporting with a custom AI app that runs Python machine learning and embeds Snowflake Cortex AI chat agents to investigate fraud in real time.

Walk away with a replicable blueprint for deploying code-free AI apps across your enterprise, no specialized engineering resources required.",Raj Sridhar,Sigma,Partner SE,BI & Analytics,Hands-on Lab,Monday June 1,03:00 PM - 04:30 PM,90,"Hands-on Labs 3 (Basecamp, Hall E)",Beginner,"AI,Cortex,Python,Agents,Analytics,Retail",Data Scientist;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI112&tab.sessioncatalogtab=1714168666431001NNiH
